Statistik från Skolverket, https://www.skolverket.se

Grundskola - Antal elever per årskurs
Valt läsår: 2025/26

Skola;Skol-enhetskod;Skolkommun;Kommun-kod;Typ av huvudman;Huvudman;Huvudman orgnr;Elever, årskurs 1-9;Andel (%) flickor, årskurs 1-9;Andel (%) elever med utländsk bakgrund, åk 1-9;Andel (%) elever med föräldrar med eftergymnasial utb., åk 1-9;Elever, årskurs 1;Elever, årskurs 2;Elever, årskurs 3;Elever, årskurs 4;Elever, årskurs 5;Elever, årskurs 6;Elever, årskurs 7;Elever, årskurs 8;Elever, årskurs 9;Socioekonomisk områdestyp;
Montessoriskolan Vigelsjö;39130058;Norrtälje;0188;Enskild;Montessori i Norrtälje AB;5562855410;5;..;..;..;.;.;.;.;3;1;.;.;1;Socioekonomiskt blandade områden;
Bålbroskolan;89615900;Norrtälje;0188;Kommunal;Norrtälje kommun;2120000217;160;45,6;30,0;48,1;53;59;48;.;.;.;.;.;.;Socioekonomiskt blandade områden;
Drottningdals skola;70182130;Norrtälje;0188;Kommunal;Norrtälje kommun;2120000217;90;53,3;7,8;55,6;14;18;18;11;18;11;.;.;.;Områden med goda socioekonomiska förutsättningar;
Edsbro skola;90719952;Norrtälje;0188;Kommunal;Norrtälje kommun;2120000217;41;46,3;..;41,5;9;10;4;7;4;7;.;.;.;Socioekonomiskt blandade områden;
Elmsta skola;46518352;Norrtälje;0188;Kommunal;Norrtälje kommun;2120000217;140;50,7;14,3;52,9;28;32;24;19;19;18;.;.;.;Uppgift saknas;
Frötuna skola;84584068;Norrtälje;0188;Kommunal;Norrtälje kommun;2120000217;223;52,0;4,9;65,9;39;34;41;44;27;38;.;.;.;Områden med goda socioekonomiska förutsättningar;
Gottsta Skola;97718207;Norrtälje;0188;Kommunal;Norrtälje kommun;2120000217;138;47,1;7,2;39,9;21;25;25;21;26;20;.;.;.;Områden med socioekonomiska utmaningar;
Grisslehamns skola;32585503;Norrtälje;0188;Kommunal;Norrtälje kommun;2120000217;27;40,7;..;63,0;5;3;8;5;1;5;.;.;.;Områden med goda socioekonomiska förutsättningar;
Hallsta skola;24146389;Norrtälje;0188;Kommunal;Norrtälje kommun;2120000217;299;47,8;31,4;29,8;10;19;15;15;28;32;66;57;57;Områden med socioekonomiska utmaningar;
Kvisthamraskolan;95869861;Norrtälje;0188;Kommunal;Norrtälje kommun;2120000217;288;46,5;11,1;69,8;43;51;45;50;51;48;.;.;.;Områden med goda socioekonomiska förutsättningar;
Köpmanholms skola;86917350;Norrtälje;0188;Kommunal;Norrtälje kommun;2120000217;31;54,8;..;67,7;5;6;5;5;6;4;.;.;.;Socioekonomiskt blandade områden;
Långsjöskolan;99749462;Norrtälje;0188;Kommunal;Norrtälje kommun;2120000217;426;47,2;33,1;46,5;.;.;.;55;64;60;89;71;87;Socioekonomiskt blandade områden;
Länna skola;72471883;Norrtälje;0188;Kommunal;Norrtälje kommun;2120000217;276;51,1;11,6;58,0;27;31;18;27;44;35;30;27;37;Områden med goda socioekonomiska förutsättningar;
Norrgärdsskolan;22531873;Norrtälje;0188;Kommunal;Norrtälje kommun;2120000217;392;48,5;12,2;58,4;69;61;63;62;72;65;.;.;.;Områden med goda socioekonomiska förutsättningar;
Norrsundsskolan;39351914;Norrtälje;0188;Kommunal;Norrtälje kommun;2120000217;75;40,0;10,7;52,0;.;.;.;.;.;.;21;24;30;Socioekonomiskt blandade områden;
Riala skola;30490775;Norrtälje;0188;Kommunal;Norrtälje kommun;2120000217;53;47,2;13,2;49,1;10;12;15;16;.;.;.;.;.;Områden med goda socioekonomiska förutsättningar;
Roslagsskolan;31851256;Norrtälje;0188;Kommunal;Norrtälje kommun;2120000217;439;49,9;12,3;62,4;.;.;.;.;.;.;150;134;155;Områden med goda socioekonomiska förutsättningar;
Rådmansö skola;50905672;Norrtälje;0188;Kommunal;Norrtälje kommun;2120000217;111;45,9;..;65,8;22;18;18;19;17;17;.;.;.;Områden med goda socioekonomiska förutsättningar;
Rånäs skola;98531789;Norrtälje;0188;Kommunal;Norrtälje kommun;2120000217;54;50,0;31,5;33,3;7;6;10;11;10;10;.;.;.;Socioekonomiskt blandade områden;
Skebo skola;77002828;Norrtälje;0188;Kommunal;Norrtälje kommun;2120000217;41;48,8;..;53,7;9;10;4;7;8;3;.;.;.;Socioekonomiskt blandade områden;
Skederids skola;52064811;Norrtälje;0188;Kommunal;Norrtälje kommun;2120000217;128;52,3;4,7;50,8;24;24;21;21;23;15;.;.;.;Områden med goda socioekonomiska förutsättningar;
Svanberga skola;59975651;Norrtälje;0188;Kommunal;Norrtälje kommun;2120000217;391;45,3;6,4;53,2;28;50;48;43;38;38;47;46;53;Områden med goda socioekonomiska förutsättningar;
Vätö skola;49669037;Norrtälje;0188;Kommunal;Norrtälje kommun;2120000217;36;41,7;13,9;44,4;10;2;9;3;9;3;.;.;.;Områden med goda socioekonomiska förutsättningar;
Wigulfskolan;15312030;Norrtälje;0188;Kommunal;Norrtälje kommun;2120000217;216;44,4;27,3;44,0;9;17;19;18;11;18;26;23;75;Områden med socioekonomiska utmaningar;
Viby friskola;54806839;Norrtälje;0188;Enskild;Ogenholts Friskola AB;5565533873;136;52,9;4,4;50,7;.;17;18;17;18;18;16;15;17;Socioekonomiskt blandade områden;
Skärsta Friskola;47727629;Norrtälje;0188;Enskild;Skärsta Friskola Ekonomisk förening;7696144539;65;50,8;18,5;38,5;6;15;10;10;12;12;.;.;.;Områden med socioekonomiska utmaningar;
Balderskolan;56662185;Norrtälje;0188;Enskild;Utvecklingspedagogik Sverige Aktiebolag;5564715729;9;..;..;..;4;2;2;1;.;.;.;.;.;Områden med socioekonomiska utmaningar;
Bastuträsk skola;81294589;Norsjö;2417;Kommunal;Norsjö kommun;2120002858;7;..;..;..;2;1;4;.;.;.;.;.;.;Områden med goda socioekonomiska förutsättningar;
Norsjöskolan F-9;10421130;Norsjö;2417;Kommunal;Norsjö kommun;2120002858;376;44,7;16,5;53,7;40;34;40;33;42;53;41;48;45;Socioekonomiskt blandade områden;
Nybro Montessoriskola;12864383;Nybro;0881;Enskild;Nybro Intresseförening för Montessori;8324014086;81;42,0;22,2;54,3;15;16;16;14;16;4;.;.;.;Socioekonomiskt blandade områden;
Alsterbro skola;62698200;Nybro;0881;Kommunal;Nybro kommun;2120000753;92;51,1;22,8;45,7;6;10;10;8;15;12;16;8;7;Socioekonomiskt blandade områden;
Fagerslättsskolan Fa01;98689424;Nybro;0881;Kommunal;Nybro kommun;2120000753;79;50,6;88,6;36,7;25;26;28;.;.;.;.;.;.;Socioekonomiskt blandade områden;
Fagerslättsskolan Fa02;20610380;Nybro;0881;Kommunal;Nybro kommun;2120000753;65;47,7;83,1;36,9;.;.;.;22;21;22;.;.;.;Socioekonomiskt blandade områden;
Flerohopp skola;46177012;Nybro;0881;Kommunal;Nybro kommun;2120000753;46;43,5;..;58,7;10;8;6;8;5;9;.;.;.;Socioekonomiskt blandade områden;
Hanemålaskolan;59700047;Nybro;0881;Kommunal;Nybro kommun;2120000753;311;53,1;19,6;59,5;51;49;49;67;50;45;.;.;.;Områden med goda socioekonomiska förutsättningar;
Kristvallabrunn skola;37839862;Nybro;0881;Kommunal;Nybro kommun;2120000753;23;43,5;..;56,5;4;4;1;5;3;6;.;.;.;Socioekonomiskt blandade områden;
Ljunghaga resursskola;82265307;Nybro;0881;Kommunal;Nybro kommun;2120000753;9;..;..;..;.;.;.;.;1;1;2;3;2;Socioekonomiskt blandade områden;
Madesjöskolan Ma01;99461911;Nybro;0881;Kommunal;Nybro kommun;2120000753;217;47,5;10,1;60,4;26;47;27;25;50;42;.;.;.;Områden med goda socioekonomiska förutsättningar;
Madesjöskolan Ma02;38198417;Nybro;0881;Kommunal;Nybro kommun;2120000753;290;49,0;11,7;57,2;.;.;.;.;.;.;82;104;104;Områden med goda socioekonomiska förutsättningar;
Orrefors skola;52416743;Nybro;0881;Kommunal;Nybro kommun;2120000753;78;50,0;34,6;28,2;14;9;14;13;13;15;.;.;.;Områden med socioekonomiska utmaningar;
Paradisskolan Pa01;89082067;Nybro;0881;Kommunal;Nybro kommun;2120000753;141;46,1;44,7;45,4;24;23;23;24;24;23;.;.;.;Socioekonomiskt blandade områden;
Paradisskolan Pa02;79650118;Nybro;0881;Kommunal;Nybro kommun;2120000753;370;47,3;43,2;54,1;.;.;.;.;.;.;133;109;128;Socioekonomiskt blandade områden;
Västerängsskolan;77085096;Nybro;0881;Kommunal;Nybro kommun;2120000753;176;46,6;17,6;64,8;43;40;48;20;25;.;.;.;.;Områden med goda socioekonomiska förutsättningar;
Örsjö skola;26156663;Nybro;0881;Kommunal;Nybro kommun;2120000753;52;48,1;..;38,5;11;9;13;4;5;10;.;.;.;Socioekonomiskt blandade områden;
Björkestaskolan;68422076;Nykvarn;0140;Kommunal;Nykvarns kommun;2120002999;417;47,5;17,7;61,4;71;72;81;58;63;72;.;.;.;Områden med goda socioekonomiska förutsättningar;
Furuborgskolan;34225123;Nykvarn;0140;Kommunal;Nykvarns kommun;2120002999;316;53,5;10,1;67,4;56;43;53;53;52;59;.;.;.;Områden med goda socioekonomiska förutsättningar;
Lillhagaskolan;99640618;Nykvarn;0140;Kommunal;Nykvarns kommun;2120002999;492;50,0;14,6;63,8;.;.;.;.;.;.;143;176;173;Områden med goda socioekonomiska förutsättningar;
Turingeskolan;93844270;Nykvarn;0140;Kommunal;Nykvarns kommun;2120002999;317;50,2;12,6;69,4;53;50;52;75;41;46;.;.;.;Områden med goda socioekonomiska förutsättningar;
Innovitaskolan Nyköping;91578294;Nyköping;0480;Enskild;AcadeMedia Grundskolor AB;5560354309;168;51,8;10,1;89,9;28;28;28;56;28;.;.;.;.;Socioekonomiskt blandade områden;
Innovitaskolan Nyköping 2;90949432;Nyköping;0480;Enskild;AcadeMedia Grundskolor AB;5560354309;142;45,1;6,3;81,0;.;.;.;.;.;57;28;28;29;Socioekonomiskt blandade områden;
Blomenbergska skolan;74105812;Nyköping;0480;Enskild;Blomenbergska skolan AB;5568737091;27;33,3;..;51,9;6;8;5;8;.;.;.;.;.;Områden med goda socioekonomiska förutsättningar;
Studiero;98693413;Nyköping;0480;Enskild;Hvb Lappetorp AB;5565250247;19;..;..;36,8;.;.;.;.;.;1;.;11;7;Områden med goda socioekonomiska förutsättningar;
Kunskapsskolan Nyköping;88046003;Nyköping;0480;Enskild;Kunskapsskolan i Sverige Aktiebolag;5565661815;520;54,0;13,1;76,7;.;.;.;45;46;46;131;127;125;Områden med goda socioekonomiska förutsättningar;
Fokusskolan;18915192;Nyköping;0480;Enskild;Nyfo AB;5567812291;223;52,9;37,7;59,6;25;25;24;25;25;25;25;24;25;Socioekonomiskt blandade områden;
Nyköpings Enskilda Grundskola;91013126;Nyköping;0480;Enskild;Nyköpings Enskilda Grundskola AB;5590689559;438;49,1;6,2;87,0;.;.;.;.;.;.;151;149;138;Områden med goda socioekonomiska förutsättningar;
Bergshammars skola;74982842;Nyköping;0480;Kommunal;Nyköpings kommun;2120002940;82;42,7;8,5;73,2;11;14;14;12;16;15;.;.;.;Områden med goda socioekonomiska förutsättningar;
Brandkärrsskolan;78108281;Nyköping;0480;Kommunal;Nyköpings kommun;2120002940;96;46,9;88,5;19,8;30;33;33;.;.;.;.;.;.;Områden med stora socioekonomiska utmaningar;
Bryngelstorpskolan;62817522;Nyköping;0480;Kommunal;Nyköpings kommun;2120002940;295;47,8;10,5;78,6;48;50;52;46;49;50;.;.;.;Områden med goda socioekonomiska förutsättningar;
Buskhyttans skola;15176872;Nyköping;0480;Kommunal;Nyköpings kommun;2120002940;20;30,0;..;55,0;8;7;5;.;.;.;.;.;.;Områden med goda socioekonomiska förutsättningar;
Dammlötskolan;62179318;Nyköping;0480;Kommunal;Nyköpings kommun;2120002940;91;51,6;5,5;69,2;13;16;15;16;12;19;.;.;.;Områden med goda socioekonomiska förutsättningar;
Herrhagsskolan;75515731;Nyköping;0480;Kommunal;Nyköpings kommun;2120002940;263;48,7;38,8;60,8;53;35;48;45;31;51;.;.;.;Områden med goda socioekonomiska förutsättningar;
Jönåkers skola;29957698;Nyköping;0480;Kommunal;Nyköpings kommun;2120002940;96;51,0;..;50,0;19;14;8;21;19;15;.;.;.;Områden med goda socioekonomiska förutsättningar;
Långbergsskolan;41686584;Nyköping;0480;Kommunal;Nyköpings kommun;2120002940;282;53,2;77,0;27,0;42;45;40;55;51;49;.;.;.;Områden med stora socioekonomiska utmaningar;
Långsättersskolan;56486428;Nyköping;0480;Kommunal;Nyköpings kommun;2120002940;291;48,8;12,0;74,9;49;50;49;47;45;51;.;.;.;Områden med goda socioekonomiska förutsättningar;
Nyköpings högstadium Alpha;22475292;Nyköping;0480;Kommunal;Nyköpings kommun;2120002940;512;50,0;40,2;46,3;.;.;.;.;.;.;170;165;177;Uppgift saknas;
Nyköpings högstadium Omega;70180678;Nyköping;0480;Kommunal;Nyköpings kommun;2120002940;436;45,4;48,2;43,8;.;.;.;.;.;.;145;137;154;Socioekonomiskt blandade områden;
Nyköpings resursskola;91728040;Nyköping;0480;Kommunal;Nyköpings kommun;2120002940;48;45,8;20,8;41,7;.;1;2;2;6;7;3;10;17;Områden med goda socioekonomiska förutsättningar;
Nävekvarns skola;74020804;Nyköping;0480;Kommunal;Nyköpings kommun;2120002940;53;45,3;15,1;52,8;5;8;5;11;13;11;.;.;.;Områden med goda socioekonomiska förutsättningar;
Rosenkällaskolan;93090342;Nyköping;0480;Kommunal;Nyköpings kommun;2120002940;168;45,2;48,8;44,0;.;.;40;39;38;51;.;.;.;Områden med goda socioekonomiska förutsättningar;
Råby skola;52516555;Nyköping;0480;Kommunal;Nyköpings kommun;2120002940;24;45,8;..;66,7;6;7;11;.;.;.;.;.;.;Uppgift saknas;
Sjösa skola;53953848;Nyköping;0480;Kommunal;Nyköpings kommun;2120002940;88;42,0;..;69,3;16;12;17;15;14;14;.;.;.;Områden med goda socioekonomiska förutsättningar;
Släbroskolan;28044071;Nyköping;0480;Kommunal;Nyköpings kommun;2120002940;375;43,5;24,3;51,2;50;64;65;65;58;73;.;.;.;Socioekonomiskt blandade områden;
Stenkullaskolan;19591623;Nyköping;0480;Kommunal;Nyköpings kommun;2120002940;78;43,6;46,2;38,5;42;36;.;.;.;.;.;.;.;Socioekonomiskt blandade områden;
Stigtomta skola;79566399;Nyköping;0480;Kommunal;Nyköpings kommun;2120002940;250;50,4;5,6;62,0;23;39;55;46;42;45;.;.;.;Områden med goda socioekonomiska förutsättningar;
Svalstaskolan;14996097;Nyköping;0480;Kommunal;Nyköpings kommun;2120002940;201;48,8;10,9;65,7;31;36;35;33;40;26;.;.;.;Områden med goda socioekonomiska förutsättningar;
Tystberga skola;68094768;Nyköping;0480;Kommunal;Nyköpings kommun;2120002940;86;46,5;18,6;53,5;18;15;13;13;16;11;.;.;.;Uppgift saknas;
Västra skolan;81899882;Nyköping;0480;Kommunal;Nyköpings kommun;2120002940;99;48,5;23,2;66,7;35;33;31;.;.;.;.;.;.;Områden med goda socioekonomiska förutsättningar;
Ålberga skola;14090289;Nyköping;0480;Kommunal;Nyköpings kommun;2120002940;20;25,0;..;65,0;6;9;5;.;.;.;.;.;.;Områden med goda socioekonomiska förutsättningar;
Östra skolan;87469558;Nyköping;0480;Kommunal;Nyköpings kommun;2120002940;311;46,9;49,2;47,9;41;38;57;47;58;70;.;.;.;Socioekonomiskt blandade områden;
Mikaeliskolan;75746018;Nyköping;0480;Enskild;Stiftelsen Mikaeliskolan i Nyköping;8190010572;194;52,1;22,2;74,7;18;18;22;26;25;21;26;13;25;Områden med goda socioekonomiska förutsättningar;
Vittra Kungshagen;50698424;Nyköping;0480;Enskild;Vittraskolorna AB;5564586716;343;49,6;11,7;68,8;26;26;26;26;26;26;63;61;63;Socioekonomiskt blandade områden;
Vrena friskola;57861440;Nyköping;0480;Enskild;Vrena Friskoleförening;8024604285;76;43,4;15,8;57,9;22;11;20;5;9;9;.;.;.;Områden med goda socioekonomiska förutsättningar;
Gröndalsskolan F-9;65717061;Nynäshamn;0192;Kommunal;Nynäshamns kommun;2120000233;877;47,3;39,2;51,1;51;71;57;46;52;50;184;194;172;Socioekonomiskt blandade områden;
Kyrkskolan F-6;20563782;Nynäshamn;0192;Kommunal;Nynäshamns kommun;2120000233;284;48,9;13,4;51,1;54;58;52;37;43;40;.;.;.;Områden med goda socioekonomiska förutsättningar;
Svandammsskolan F-6;18193338;Nynäshamn;0192;Kommunal;Nynäshamns kommun;2120000233;340;41,5;12,6;72,1;56;58;56;56;59;55;.;.;.;Socioekonomiskt blandade områden;
Vanstaskolan F-9;68361133;Nynäshamn;0192;Kommunal;Nynäshamns kommun;2120000233;676;43,8;37,4;49,9;54;47;83;63;54;76;104;95;100;Socioekonomiskt blandade områden;
Viaskolan F-6;79004521;Nynäshamn;0192;Kommunal;Nynäshamns kommun;2120000233;460;50,9;34,8;54,3;80;78;89;75;73;65;.;.;.;Socioekonomiskt blandade områden;
Raoul Wallenbergskolan Källberga;34625544;Nynäshamn;0192;Enskild;Raoul Wallenbergskolorna AB;5566740113;284;48,9;9,9;60,9;55;53;56;55;37;28;.;.;.;Socioekonomiskt blandade områden;
Annebergs skola;58161963;Nässjö;0682;Kommunal;Nässjö kommun;2120000548;165;50,9;10,3;58,2;24;29;24;25;33;30;.;.;.;Områden med goda socioekonomiska förutsättningar;
Brinells högstadium;27489659;Nässjö;0682;Kommunal;Nässjö kommun;2120000548;342;50,0;69,3;43,9;.;.;.;.;.;.;112;118;112;Områden med stora socioekonomiska utmaningar;
Emåskolan;38682093;Nässjö;0682;Kommunal;Nässjö kommun;2120000548;84;48,8;31,0;53,6;30;27;27;.;.;.;.;.;.;Områden med socioekonomiska utmaningar;
Erkaboskolan;80096894;Nässjö;0682;Kommunal;Nässjö kommun;2120000548;7;..;..;..;.;.;.;1;1;.;1;2;2;Områden med stora socioekonomiska utmaningar;
Handskerydsskolan;10917843;Nässjö;0682;Kommunal;Nässjö kommun;2120000548;269;52,0;27,5;61,3;51;45;31;51;45;46;.;.;.;Socioekonomiskt blandade områden;
Malmbäck skola;17341861;Nässjö;0682;Kommunal;Nässjö kommun;2120000548;143;51,7;16,1;49,7;23;18;31;20;26;25;.;.;.;Socioekonomiskt blandade områden;
Norråsaskolan;19118399;Nässjö;0682;Kommunal;Nässjö kommun;2120000548;448;48,2;26,1;59,4;.;.;.;.;.;.;136;168;144;Socioekonomiskt blandade områden;
Nyhemsskolan;53807998;Nässjö;0682;Kommunal;Nässjö kommun;2120000548;364;53,8;27,2;62,9;72;70;65;63;48;46;.;.;.;Socioekonomiskt blandade områden;
Parkskolan;97882848;Nässjö;0682;Kommunal;Nässjö kommun;2120000548;240;50,0;22,1;52,1;.;.;.;23;31;23;58;51;54;Områden med socioekonomiska utmaningar;
Rosenholmsskolan;66394964;Nässjö;0682;Kommunal;Nässjö kommun;2120000548;353;45,9;12,2;57,8;35;35;42;46;52;35;35;41;32;Områden med goda socioekonomiska förutsättningar;
Runnerydsskolan 1;73647686;Nässjö;0682;Kommunal;Nässjö kommun;2120000548;222;47,3;76,1;37,4;75;72;75;.;.;.;.;.;.;Områden med socioekonomiska utmaningar;
Runnerydsskolan 2;27829033;Nässjö;0682;Kommunal;Nässjö kommun;2120000548;264;53,4;73,1;39,4;.;.;.;82;89;93;.;.;.;Områden med socioekonomiska utmaningar;
Sandsjöfors skola;20352322;Nässjö;0682;Kommunal;Nässjö kommun;2120000548;93;47,3;14,0;71,0;20;13;12;15;13;20;.;.;.;Områden med goda socioekonomiska förutsättningar;
Åkerskolan låg;85030969;Nässjö;0682;Kommunal;Nässjö kommun;2120000548;213;49,8;26,3;61,0;70;74;69;.;.;.;.;.;.;Områden med goda socioekonomiska förutsättningar;
Åkerskolan mellan;34306003;Nässjö;0682;Kommunal;Nässjö kommun;2120000548;196;40,8;30,6;59,2;.;.;.;69;64;63;.;.;.;Områden med goda socioekonomiska förutsättningar;
Ängs skola;20527864;Nässjö;0682;Kommunal;Nässjö kommun;2120000548;23;47,8;..;65,2;7;7;9;.;.;.;.;.;.;Områden med goda socioekonomiska förutsättningar;
Gäverängeskolan;54096978;Ockelbo;2101;Kommunal;Ockelbo kommun;2120002288;79;57,0;36,7;39,2;30;26;23;.;.;.;.;.;.;Socioekonomiskt blandade områden;
Perslundaskolan åk 4-6;23130513;Ockelbo;2101;Kommunal;Ockelbo kommun;2120002288;178;55,6;20,8;41,6;.;.;.;64;55;59;.;.;.;Socioekonomiskt blandade områden;
Perslundaskolan åk 7-9;20248329;Ockelbo;2101;Kommunal;Ockelbo kommun;2120002288;181;43,6;26,5;47,5;.;.;.;.;.;.;69;64;48;Socioekonomiskt blandade områden;
Åbyggeby skola;65270641;Ockelbo;2101;Kommunal;Ockelbo kommun;2120002288;68;44,1;10,3;57,4;20;25;23;.;.;.;.;.;.;Socioekonomiskt blandade områden;
Brännaregårdsskolan;37539722;Olofström;1060;Kommunal;Olofströms kommun;2120000811;295;52,2;44,1;46,8;49;47;37;52;59;51;.;.;.;Socioekonomiskt blandade områden;
Gränums skola;83914063;Olofström;1060;Kommunal;Olofströms kommun;2120000811;28;46,4;..;32,1;9;7;11;.;1;.;.;.;.;Områden med goda socioekonomiska förutsättningar;
Högavångsskolan;53603984;Olofström;1060;Kommunal;Olofströms kommun;2120000811;459;48,6;39,2;47,5;.;.;.;.;.;.;148;142;169;Socioekonomiskt blandade områden;
Jämshögs skola;81995218;Olofström;1060;Kommunal;Olofströms kommun;2120000811;127;43,3;14,2;55,1;12;18;25;26;19;27;.;.;.;Uppgift saknas;
Kyrkhults skola;14765915;Olofström;1060;Kommunal;Olofströms kommun;2120000811;151;52,3;10,6;58,3;29;27;23;22;28;22;.;.;.;Områden med goda socioekonomiska förutsättningar;
Vilboksskolan;12015531;Olofström;1060;Kommunal;Olofströms kommun;2120000811;175;49,1;45,7;47,4;29;21;40;35;24;26;.;.;.;Socioekonomiskt blandade områden;
Bergetskolan;44551665;Orsa;2034;Kommunal;Orsa kommun;2120002189;134;47,8;13,4;41,0;21;18;25;23;23;24;.;.;.;Områden med goda socioekonomiska förutsättningar;
Digerbergets skola;89047020;Orsa;2034;Kommunal;Orsa kommun;2120002189;116;54,3;13,8;59,5;12;22;23;15;20;24;.;.;.;Områden med goda socioekonomiska förutsättningar;
Kyrkbyns skola;26900910;Orsa;2034;Kommunal;Orsa kommun;2120002189;105;43,8;34,3;48,6;17;18;16;16;20;18;.;.;.;Socioekonomiskt blandade områden;
Orsaskolan;19694910;Orsa;2034;Kommunal;Orsa kommun;2120002189;203;37,9;21,2;44,3;.;.;.;.;.;.;58;76;69;Socioekonomiskt blandade områden;
Skattunge Friskola;94925126;Orsa;2034;Enskild;Skattunge Friskola ekonomisk förening;7696208698;18;27,8;..;66,7;5;3;3;2;3;2;.;.;.;Socioekonomiskt blandade områden;
Ellös skola;44875711;Orust;1421;Kommunal;Orust kommun;2120001314;110;48,2;7,3;48,2;23;19;11;21;15;21;.;.;.;Socioekonomiskt blandade områden;
Henåns skola 7-9;76943513;Orust;1421;Kommunal;Orust kommun;2120001314;225;48,9;12,0;55,1;.;.;.;.;.;.;72;75;78;Socioekonomiskt blandade områden;
Henåns skola F-6;37491966;Orust;1421;Kommunal;Orust kommun;2120001314;244;50,0;14,8;51,6;39;38;42;41;33;51;.;.;.;Socioekonomiskt blandade områden;
Varekils skola;89541556;Orust;1421;Kommunal;Orust kommun;2120001314;139;44,6;15,8;60,4;21;24;23;20;27;24;.;.;.;Områden med goda socioekonomiska förutsättningar;
Änggården;14935978;Orust;1421;Kommunal;Orust kommun;2120001314;8;..;..;..;.;.;1;.;2;2;1;.;2;Områden med goda socioekonomiska förutsättningar;
Ängås skola 7-9;34557677;Orust;1421;Kommunal;Orust kommun;2120001314;177;60,5;15,3;61,0;.;.;.;.;.;.;79;54;44;Områden med goda socioekonomiska förutsättningar;
Ängås skola F-6;73917354;Orust;1421;Kommunal;Orust kommun;2120001314;228;49,6;13,6;61,0;36;33;45;40;42;32;.;.;.;Områden med goda socioekonomiska förutsättningar;
Orust Montessoriskola;31200039;Orust;1421;Enskild;Orusts Montessoriskola Ekonomisk Förening;7164451614;51;49,0;..;84,3;7;10;8;9;7;10;.;.;.;Socioekonomiskt blandade områden;
Stensbo skola;46609170;Orust;1421;Enskild;Stensbo Skola Ideell Förening;8690012110;35;48,6;..;57,1;3;3;7;7;11;4;.;.;.;Områden med goda socioekonomiska förutsättningar;
Orust Waldorfskola;57712538;Orust;1421;Enskild;Waldorfpedagogik på Orust ekonomisk förening;7696143085;130;60,0;20,8;80,0;14;19;14;17;18;14;12;7;15;Områden med goda socioekonomiska förutsättningar;
